Country,Province/State,Study Pop Size (N),Proportion of values entered in row (%),Study Type: Observational or Randomized Clinical Trial (RCT)?,Study length (days),Overall study population or subgroup?,Subgroup,Positive/negative cases,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
China,Wuhan,11,0.4382,Observational,26,Subgroup,Non-severe,Positive only,Both,Both,Yes,Both,Mild only,Both,31,,,,,,0.0909,0,0,1,0,0,,,,,,,,,,,,0,,,,0.2727,0,0,0,,0.2727,0,0,0,,0.1818,,,,0.8182,,,0.0909,0,0.0909,,0.3636,0.1818,,0.3636,0,,,,,,,,,,,1.61,1.22,2,,,,,,,,,127.8,111.67,143.93,,,,,,,,,,,,,,,,,1,,0,0,0.5455,,,0.9091,0,0,0.0909,0.0909,0,0.09,0,0,0,0,0.91,0,,,,0,,,0,,0,,0,,,,1,0,0.91,,26,,0,0
China,Wuhan,69,0.4382,Observational,26,Subgroup,Severe,Positive only,Both,Both,Yes,Both,Severe/Critical Only,Both,56,,,,,,0.4783,0,0,1,0,0,,,,,,,,,,,,0.1159,,,,0.3623,0.2029,0.1594,0.087,,0.058,0.01,0,0,,0.6377,,,,0.6377,,,0.2029,0.1739,0.5072,,0.1594,0.0725,,0.058,0.1884,,,,,,,,,,,1.03,0.55,1.51,,,,,,,,,122.7,114.88,130.52,,,,,,,,,,,,,,,,,0.8986,,0.0725,0,0.2029,,,0.5217,0,0.4203,0.5072,0.5507,0.1594,0.5507,0.087,0.029,0,0,0.87,0,,,,0.1014,,,0.0145,,0,,0,,,,1,0.04,0.54,,22,,0,0
China,Northeast Region,55,0.382,Observational,55,Top-level,General,Positive only,Survivors only,Discharged only,Yes,ΝΑ,All,,46.8,46.8,,,,,0.545,0,0,1,0,0,,0.5091,0.3272,,,,,,,,,,,,,,0.1455,0.1455,0.0545,,,,,,,0.4618,,,,0.4909,0.1455,0.0364,,0.1273,0.1455,,0.1091,0.0727,,0.1273,,,,,,,,1,6.13,,,1.61,,,,,,,,,,,,,,,,40.65,,19.47,,,,54.25,,20.31,,,0.08,0.62,,0.5273,0.9636,0.1636,0,0.057,,0.3774,0.8323,0,0.1273,,,,,,,,,0.345,0.164,,,,0.0364,0.2727,,,0.3091,,,,,,,1,,1,,,,0,0
China,Northeast Region,47,0.382,Observational,55,Subgroup,Mild,Positive only,Survivors only,Discharged only,Yes,ΝΑ,Mild only,,46.4,46.4,,,,,0.511,0,0,1,0,0,,0.4681,0.3404,,,,,,,,,,,,,,0.1702,0.1489,0.0426,,,,,,,0.5106,,,,0.5106,0.1064,0.0426,,0.1064,0.1702,,0.0851,0.0426,,0.1064,,,,,,,,1,5.78,,,1.76,,,,,,,,,,,,,,,,37.85,,18.98,,,,54.13,,15.73,,,0.07,0.48,,0.4667,0.9574,0.1064,0,0.0667,,0.3778,0.8889,0,0.0638,,,,,,,,,0.3617,0.1276,,,,0,0.1489,,,0.234,,,,,,,1,,1,,,,0,0
China,Northeast Region,8,0.382,Observational,55,Subgroup,Severe,Positive only,Survivors only,Discharged only,Yes,ΝΑ,Severe/Critical Only,,46.12,46.12,,,,,0.75,0,0,1,0,0,,0.75,0.25,,,,,,,,,,,,,,0,0.125,0.125,,,,,,,1,,,,0.375,0.375,0,,0.25,0,,0.25,0.25,,0.25,,,,,,,,1,8.18,,,0.78,,,,,,,,,,,,,,,,57.13,,22.38,,,,55,,47.21,,,0.11,1.44,,1,1,0.5,0,0,,0.375,0.5,0,0.5,,,,,,,,,0.25,0.375,,,,0.25,1,,,0.75,,,,,,,0.1,,1,,,,0,0
USA,Washington,24,0.3652,Observational,14,Top-level,Severe,Positive only,Both,Both,Yes,ICU only,Severe/Critical Only,Both,64,64,18,,,,0.63,,,,,,0.54,,0.54,,,,,7,,3,11,0.22,,,,,,0.58,,0.04,0,,,0.21,0.21,0.5,,,0.83,0.88,0.88,0.08,0.42,,,,,,,0.17,,,,,,,,1,8.43,5.63,12.45,0.72,0.52,1.38,,,180,109,257,,,,,,,,,,,10.26,8.55,11.97,,,,,,,,,,,,,,,,,,,,,0.42,0,,,0.75,,,,,,,,,,,,,,,,,,,1,1,0.21,9,12,17,0.5,0.71
China,Wuhan,206,0.2753,Observational,16,Top-level,General,Positive only,Survivors only,Discharged only,No,ΝΑ,All,ΝΑ,62.5,,,27,92,,0.4417,0,0,1,0,0,,,,,,,,14.4,,,,,,,,,0.272,0.102,0.083,0.039,,,0.083,,0.078,0.67,,38.5,,0.275,0.146,,,0.214,0.451,,0.325,0.117,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,23.7,,0,0
China,Wuhan,48,0.2753,Observational,16,Subgroup,Digestive Only,Positive only,Survivors only,Discharged only,No,ΝΑ,All,ΝΑ,63.5,,,32,92,,0.2708,0,0,1,0,0,,,,,,,,16,,,,,,,,,0.25,0.125,0.125,0.042,,,0.125,,0.063,0.396,,38.5,,0,0,,,0.125,0.521,,0.479,0.146,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,24.9,,0,0
China,Wuhan,89,0.2753,Observational,16,Subgroup,Respiratory Only,Positive only,Survivors only,Discharged only,No,ΝΑ,All,ΝΑ,65,,,27,91,,0.5393,0,0,1,0,0,,,,,,,,11.6,,,,,,,,,0.27,0.079,0.079,0.034,,,0.079,,0.079,0.73,,38.5,,0.296,0.101,,,0.135,0.315,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,21.9,,0,0
China,Wuhan,69,0.2753,Observational,16,Subgroup,Digestive + Respiratory,Positive only,Survivors only,Discharged only,No,ΝΑ,All,ΝΑ,56,,,27,84,,0.4348,0,0,1,0,0,,,,,,,,12.2,,,,,,,,,0.29,0.116,0.058,0.043,,,0.058,,0.087,0.783,,38.4,,0.391,0.304,,,0.377,0.6,,0.638,0.246,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,25.3,,0,0
USA,Washington,53,0.2247,Observational,21,Subgroup,Negative Cases,Negative only,Both,Both,No,ΝΑ,All,,75.1,75.1,,,,,0.396,,,,,,,,,,,,,,,,,0.132,,,0.21,1,,0.377,0.679,0.302,,,0.36,0.34,,0.057,,,,0.113,0,0,,0,,0.019,0.057,0,,0.038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Washington,23,0.2247,Observational,21,Subgroup,Positive Cases,Positive only,Both,Both,No,ΝΑ,All,,80.7,80.7,,,,,0.304,,,,,,,,,,,,,,,,,0.044,,,0.261,0.957,,0.391,0.87,0.435,,,0.348,0.391,,0.043,,,,0.304,0.044,0,,0,,0,0.044,0.13,,0.087,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Wuhan,67,0.4663,Observational,65,Top-level,General,Positive only,Both,Both,Yes,ΝΑ,All,Both,66,,,,,,0.611,0,0,1,0,0,,,,,,,,,,,,0.134,,,,,0.537,0.194,0.119,0.045,1,0.06,0.075,0.03,,0.791,,,,0.746,0.657,,0.448,0.09,0.448,,0.164,0.149,,,,,,,,,,1,5.72,2.96,8.48,0.61,0.39,1.1,,,174,105.5,221.5,3.97,2.8,6.3,117.37,100.02,134.72,,35.15,28,28,9.7,7.4,14.8,5.16,67.7,,36.28,,,0.12,,,,0.851,,,,,,,,0.448,0.209,,,0.731,0.299,0.119,,,,,,,,0.209,,0.164,,,,,0.03,,,,1,,0.58,,,,0.27,0.32
China,Wuhan,35,0.4663,Observational,65,Subgroup,Mild,Positive only,Both,Both,Yes,ΝΑ,Mild only,Both,64,,,,,,0.514,0,0,1,0,0,,,,,,,,,,,,0.114,,,,,0.371,0.114,0.029,0,1,0.086,0.057,0,,0.844,,,,0.771,0.571,,0.571,0.143,0.429,,0.114,0.114,,,,,,,,,,1,5.09,3.52,6.66,0.9,0.44,1.22,,,196,151,244.75,3.9,3,4.98,120.18,104.78,135.58,,37.19,23,24,9.17,7.75,11.88,4.3,63,,39.29,,,0.06,,,,0.886,,,,,,,,0.286,0.114,,,0.657,0.257,0,,,,,,,,0,,0,,,,,0,,,,1,,0.91,,,,0,0
China,Wuhan,32,0.4663,Observational,65,Subgroup,Severe,Positive only,Both,Both,Yes,ΝΑ,Severe/Critical Only,Both,69,,,,,,0.719,0,0,1,0,0,,,,,,,,,,,,0.156,,,,,0.719,0.281,0.219,0.094,1,0.031,0.094,0.063,,0.867,,,,0.719,0.75,,0.313,0.031,0.469,,0.219,0.188,,,,,,,,,,1,6.41,2.83,9.99,0.56,0.31,0.92,,,144.5,80.75,194.25,4.38,2.69,7,113.94,94.43,133.45,,32.72,31.5,39.5,11.3,6.85,16.9,6.55,77.5,,94.47,,,0.26,,,,0.813,,,,,,,,0.625,0.313,,,0.813,0.344,0.219,,,,,,,,0.438,,0.344,,,,,0.063,,,,1,,0.22,,,,0.56,0.72
China,Wuhan,49,0.4719,Observational,65,Subgroup,Survivors,Positive only,Survivors only,Both,Yes,ΝΑ,All,Both,65,,,,,,0.551,0,0,1,0,0,,,,,,,,,,,,0.122,,,,,0.49,0.163,0.041,0,1,0.061,0.041,0.02,,0.776,,,,0.755,0.612,,0.469,0.102,0.388,,0.184,0.102,,,,,,,,,,1,5.18,3.25,7.11,0.77,0.42,1.15,,,192,150,238,3.76,2.69,4.98,118.4,101,135.8,,35.57,28,25.5,9.44,7.45,14.36,4.67,64.5,,43.97,,,0.08,,,,0.878,,,,,,,,0.367,0.204,,,0.694,0.265,0,,,,,,,,0,,0,,,,,0.022,,,,1,,0.8,,31,,0,0
China,Wuhan,18,0.4719,Observational,65,Subgroup,Non-survivors,Positive only,Non-survivors only,Discharged only,Yes,ΝΑ,Severe/Critical Only,Both,69.5,,,,,,0.778,0,0,1,0,0,,,,,,,,,,,,0.167,,,,,0.667,0.278,0.333,0.167,1,0.056,0.167,0.056,,0.833,,,,0.722,0.778,,0.389,0.056,0.556,,0.111,0.278,,,,,,,,,,1,7.38,3.04,11.72,0.4,0.23,0.55,,,101,59,140,6.91,4.42,7.37,113.24,95.18,131.3,,33.48,29,39,11.2,7.55,23.35,8.89,81,,149.43,,,0.72,,,,0.778,,,,,,,,0.667,0.222,,,0.833,0.389,0.444,,,,,,,,0.778,,0.611,,,,,0.056,,,,1,,0,,20,,1,1
China,Wuhan,12,0.236,Observational,50,Top-level,General,Positive only,Both,Both,No,Both,All,,66,,,,,,0.833,0,0,1,0,0,,,,,,,,3.33,0,0,4,,,,,1,,,,,1,,,,,1,,,,0.25,0.25,,,,,,,,,,,,,,0.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,0.5,,20.1,,0.25,
China,Zhejiang,36,0.3764,Observational,44,Top-level,General,Positive only,Survivors only,Discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,8.3,8.3,3.5,4.8,11.8,,0.64,0,0,1,0,0,1,0.33,0.89,,,,,,,,,,,,,,,,,,,,,,,0.36,37.8,,,0.19,0.03,0.08,,,,,0.06,0.06,,0.06,,,,,1,,,0,6.1,4,8.2,2.4,1.6,3.2,,,,,,,,,,,,,,21,30,,,,3.8,56,96,5,,,0.24,0.29,,,,0.39,,,,,,,,,,,0.17,0,0,,,1,,,,,,,,,,,,,,,,1,0,,,14,10,0,
China,Zhejiang,17,0.3652,Observational,44,Subgroup,Mild,Positive only,Survivors only,Discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,7.5,7.5,3.2,4.3,10.7,,0.59,0,0,1,0,0,1,0.29,0.94,,,,,,,,,,,,,,,,,,,,,,,0.24,37.6,,,0.18,0,0.06,,,,,,,,0.06,,,,,1,,,0,6.5,4.2,8.8,2.8,1.8,3.8,,,,,,,,,,,,,,21,32,,,,3.7,58,80,4,,,0.15,0.21,,,,0.12,,,,,,,,,,,0.06,0,0,,,1,,,,,,,,,,,,,,,,1,0,,,12,9,0,
China,Zhejiang,19,0.3764,Observational,44,Subgroup,Moderate,Positive only,Survivors only,Discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,9,9,3.6,5.4,12.6,,0.69,0,0,1,0,0,1,0.37,0.84,,,,,,,,,,,,,,,,,,,,,,,0.47,38,,,0.21,0.05,0.1,,,,,0.1,0.1,,0.05,,,,,1,,,0,5.8,3.9,7.7,2,1.3,2.7,,,,,,,,,,,,,,20,28,,,,3.9,54,110,5,,,0.32,0.36,,,,0.63,,,,,,,,,,,0.26,0,0,,,1,,,,,,,,,,,,,,,,1,0,,,15,11,0,
China,Zhejiang,10,0.3034,Observational,44,Subgroup,<= 5 years old,Positive only,Survivors only,Discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,,,,,,,0.6,0,0,1,0,0,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,0.3,37.7,,,0.1,,,,,,,,,,,,,,,1,,,0,6.5,4.3,8.7,2.9,1.8,4,,,,,,,,,,,,,,,,,,,,,124,4,,,0.13,0.2,,,,0.1,,,,,,,,,,,0.1,0,0,,,1,,,,,,,,,,,,,,,,1,0,,,13,9,0,
China,Zhejiang,26,0.3034,Observational,44,Subgroup,5-16 years old,Positive only,Survivors only,Discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,,,,,,,0.65,0,0,1,0,0,1,0.38,0.85,,,,,,,,,,,,,,,,,,,,,,,0.38,37.9,,,0.23,,,,,,,,,,,,,,,1,,,0,5.9,3.9,7.9,5.9,3.9,7.9,,,,,,,,,,,,,,,,,,,,,85,5,,,0.28,0.32,,,,0.5,,,,,,,,,,,0.19,0,0,,,1,,,,,,,,,,,,,,,,1,0,,,15,11,0,
China,Wuhan,62,0.2191,RCT,24,Top-level,General,Positive only,Both,Both,Yes,ΝΑ,All,Both,44.7,44.7,15.3,,,,0.468,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.629,,,,0.5968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,0.5,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,0.39,,,,0.18,0.31
China,Wuhan,31,0.2191,RCT,24,Subgroup,Control,Positive only,Both,Both,Yes,ΝΑ,All,Both,45.2,45.2,14.7,,,,0.483,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5484,,,,0.4839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,0.16,,,,0.29,0.64
China,Wuhan,31,0.2191,RCT,24,Subgroup,Hydroxychloroquine,Positive only,Both,Both,Yes,ΝΑ,All,Both,44.1,44.1,16.1,,,,0.452,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7097,,,,0.7097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,0.61,,,,0.07,0.1
China,Wuhan,118,0.1742,Observational,52,Top-level,General,Positive and Negative/Unconfirmed,,,,,,,31.1,31.1,5.8,25.3,36.9,1,0.364,0,0,1,0,0,,,,,,,,,,,,0.0008,0.0008,22.1,,0.127,,,,0.076,,,,,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Wuhan,106,0.1742,Observational,52,Subgroup,Negative Cases,Negative only,,,,,,,30.5,30.5,5.3,25.2,35.8,1,0.359,0,0,1,0,0,,,,,,,,,,,,0.085,0.094,22,,0.133,,,,0.076,,,,,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Wuhan,12,0.1685,Observational,52,Subgroup,Positive Cases,Positive only,,,,,,,36.6,36.6,7.4,29.2,44,1,0.417,0,0,1,0,0,,,,,,,,,,,,0,0,22.4,,0.083,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Bavaria,12,0.2079,Observational,34,Top-level,General,,,,,,Mild only,,35,,,,,0,,1,0,0,0,0,1,,1,,4,,,,,,,,,,,,,,,,,,,,,0.438,,,,0.5,0.188,0.375,,0.25,0.563,,0.125,0.25,0.063,0.438,0.188,0.125,,0.062,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Wuhan,38,0.2472,Observational,6,Top-level,General,Positive only,Both,Non-discharged only,No,ΝΑ,All,Both,68,,,53,76,,0.658,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.606,0.394,,,7.36,,,0.89,,,,,184.39,,,5.92,,,,,,,,31.08,35.58,,,,41.24,1.61,101.82,5.17,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
China,Wuhan,12,0.3315,Observational,6,Subgroup,Ocular symptoms,Positive only,Both,Non-discharged only,No,ΝΑ,All,Both,67,,,52,76,,0.583,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,38.05,,,0.5,0.1667,0,0.25,0,0,0,0,0,0,0,0,0.0833,,0,0.333,0.667,,,10.9,,,0.71,,,,,184.58,,,9.51,,,,,,,,39.83,45.33,,,,20.21,1.94,91.08,8.55,,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
China,Wuhan,26,0.2472,Observational,6,Subgroup,No ocular symptoms,Positive only,Both,Non-discharged only,No,ΝΑ,All,Both,70,,,62,79,,0.692,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.731,0.269,,,5.73,,,0.98,,,,,184.31,,,4.26,,,,,,,,27.04,31.08,,,,50.94,1.46,106.77,3.61,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Germany,Munich,9,0.3652,Observational,28,Top-level,General,Positive only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,0.33,0,0,0,0.11,0,0,0,0,0.22,0.22,,,,0.78,0,0,0,0,0,0,0.22,0,0,0.67,0,0,,0.11,0.89,0,0,0,,,,1.5,0.9,1.9,,,,,,4.62,2.5,4.87,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
Germany,Munich,1,0.3652,Observational,28,Subgroup,Patient 1,Positive only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,,,,1.9,1.9,1.9,,,,,,4.87,4.87,4.87,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
Germany,Munich,1,0.3652,Observational,28,Subgroup,Patient 2,Positive only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,,,,1.2,1.2,1.2,,,,,,3.04,3.04,3.04,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
Germany,Munich,1,0.3652,Observational,28,Subgroup,Patient 3,Positive only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,,,,2.6,2.6,2.6,,,,,,5.04,5.04,5.04,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
Germany,Munich,1,0.3652,Observational,28,Subgroup,Patient 4,Positive only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,,,,2.22,2.22,2.22,,,,,,2.42,2.42,2.42,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
Germany,Munich,1,0.3652,Observational,28,Subgroup,Patient 5,Positive only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,,,,0.9,0.9,0.9,,,,,,4.69,4.69,4.69,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
Germany,Munich,1,0.3652,Observational,28,Subgroup,Patient 6,Positive only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,,,,1.6,1.6,1.6,,,,,,2.5,2.5,2.5,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
Germany,Munich,1,0.3652,Observational,28,Subgroup,Patient 7,Positive only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,,,,0.7,0.7,0.7,,,,,,2.35,2.35,2.35,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
Germany,Munich,1,0.3652,Observational,28,Subgroup,Patient 8,Positive only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,,,,1.5,1.5,1.5,,,,,,5.04,5.04,5.04,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
Germany,Munich,1,0.3652,Observational,28,Subgroup,Patient 9,Positive only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,,,0.9,0.9,0.9,,,,,,4.62,4.62,4.62,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
